35 2    2.6
35 3    3.9
35 4    5.2
35 5    6.4
35 6    7.6
35 7    8.8
35 8    9.9
35 9   11.0
35 10   12.1
35 11   13.1
35 12   14.0
35 13   14.9
35 14   15.7
35 15   16.4
35 16   17.1
35 17   17.7
35 18   18.2
35 19   18.7
35 20   19.1
35 21   19.4
35 22   19.6
35 23   19.7
35 24   19.8
35 25   19.8
35 26   19.7
35 27   19.6
35 28   19.4
35 29   19.1
35 30   18.7
35 31   18.2
35 32   17.7
35 33   17.1
35 34   16.4
35 35   15.7
35 36   14.9
35 37   14.0
35 38   13.1
35 39   12.1
35 40   11.0
35 41    9.9
35 42    8.8
35 43    7.6
35 44    6.4
35 45    5.2
35 46    3.9
35 47    2.6
35 48    1.3
35 49    0.0
34 0    0.0
34 1    1.4
34 2    2.7
34 3    4.1
34 4    5.4
34 5    6.7
34 6    8.0
34 7    9.2
34 8   10.4
34 9   11.6
34 10   12.6
34 11   13.7
34 12   14.7
34 13   15.6
34 14   16.4
34 15   17.2
34 16   17.9
34 17   18.5
34 18   19.1
34 19   19.6
34 20   19.9
34 21   20.3
34 22   20.5
34 23   20.7
34 24   20.8
34 25   20.8
34 26   20.7
34 27   20.5
34 28   20.3
34 29   19.9
34 30   19.6
34 31   19.1
34 32   18.5
34 33   17.9
34 34   17.2
34 35   16.4
34 36   15.6
34 37   14.7
34 38   13.7
34 39   12.6
34 40   11.6
34 41   10.4
34 42    9.2
34 43    8.0
34 44    6.7
34 45    5.4
34 46    4.1
34 47    2.7
34 48    1.4
34 49    0.0
33 0    0.0
33 1    1.4
33 2    2.8
33 3    4.2
33 4    5.6
33 5    7.0
33 6    8.3
33 7    9.6
33 8   10.8
33 9   12.0
33 10   13.2
33 11   14.2
33 12   15.3
33 13   16.2
33 14   17.1
33 15   17.9
33 16   18.6
33 17   19.3
33 18   19.9
33 19   20.3
33 20   20.8
33 21   21.1
33 22   21.3
33 23   21.5
33 24   21.6
33 25   21.6
33 26   21.5
33 27   21.3
33 28   21.1
33 29   20.8
33 30   20.3
33 31   19.9
33 32   19.3
33 33   18.6
33 34   17.9
33 35   17.1
33 36   16.2
33 37   15.3
33 38   14.2
33 39   13.2
33 40   12.0
33 41   10.8
33 42    9.6
33 43    8.3
33 44    7.0
33 45    5.6
33 46    4.2
33 47    2.8
33 48    1.4
33 49    0.0
32 0    0.0
32 1    1.5
32 2    2.9
32 3    4.4
32 4    5.8
32 5    7.2
32 6    8.6
32 7    9.9
32 8   11.2
32 9   12.5
32 10   13.6
32 11   14.7
32 12   15.8
32 13   16.8
32 14   17.7
32 15   18.5
32 16   19.3
32 17   20.0
32 18   20.6
32 19   21.1
32 20   21.5
32 21   21.8
32 22   22.1
32 23   22.3
32 24   22.4
32 25   22.4
32 26   22.3
32 27   22.1
32 28   21.8
32 29   21.5
32 30   21.1
32 31   20.6
32 32   20.0
32 33   19.3
32 34   18.5
32 35   17.7
32 36   16.8
32 37   15.8
32 38   14.7
32 39   13.6
32 40   12.5
32 41   11.2
32 42    9.9
32 43    8.6
32 44    7.2
32 45    5.8
32 46    4.4
32 47    2.9
32 48    1.5
32 49    0.0
31 0    0.0
31 1    1.5
31 2    3.0
31 3    4.5
31 4    6.0
31 5    7.4
31 6    8.9
31 7   10.2
31 8   11.6
31 9   12.8
31 10   14.0
31 11   15.2
31 12   16.3
31 13   17.3
31 14   18.2
31 15   19.1
31 16   19.9
31 17   20.6
31 18   21.2
31 19   21.7
31 20   22.1
31 21   22.5
31 22   22.8
31 23   22.9
31 24   23.0
31 25   23.0
31 26   22.9
31 27   22.8
31 28   22.5
31 29   22.1
31 30   21.7
31 31   21.2
31 32   20.6
31 33   19.9
31 34   19.1
31 35   18.2
31 36   17.3
31 37   16.3
31 38   15.2
31 39   14.0
31 40   12.8
31 41   11.6
31 42   10.2
31 43    8.9
31 44    7.4
31 45    6.0
31 46    4.5
31 47    3.0
31 48    1.5
31 49    0.0
30 0    0.0
30 1    1.6
30 2    3.1
30 3    4.6
30 4    6.2
30 5    7.6
30 6    9.1
30 7   10.5
30 8   11.8
30 9   13.1
30 10   14.4
30 11   15.6
30 12   16.7
30 13   17.7
30 14   18.7
30 15   19.6
30 16   20.3
30 17   21.1
30 18   21.7
30 19   22.2
30 20   22.7
30 21   23.1
30 22   23.3
30 23   23.5
30 24   23.6
30 25   23.6
30 26   23.5
30 27   23.3
30 28   23.1
30 29   22.7
30 30   22.2
30 31   21.7
30 32   21.1
30 33   20.3
30 34   19.6
30 35   18.7
30 36   17.7
30 37   16.7
30 38   15.6
30 39   14.4
30 40   13.1
30 41   11.8
30 42   10.5
30 43    9.1
30 44    7.6
30 45    6.2
30 46    4.6
30 47    3.1
30 48    1.6
30 49    0.0
29 0    0.0
29 1    1.6
29 2    3.2
29 3    4.7
29 4    6.3
29 5    7.8
29 6    9.3
29 7   10.7
29 8   12.1
29 9   13.4
29 10   14.7
29 11   15.9
29 12   17.0
29 13   18.1
29 14   19.1
29 15   19.9
29 16   20.8
29 17   21.5
29 18   22.1
29 19   22.7
29 20   23.2
29 21   23.5
29 22   23.8
29 23   24.0
29 24   24.1
29 25   24.1
29 26   24.0
29 27   23.8
29 28   23.5
29 29   23.2
29 30   22.7
29 31   22.1
29 32   21.5
29 33   20.8
29 34   19.9
29 35   19.1
29 36   18.1
29 37   17.0
29 38   15.9
29 39   14.7
29 40   13.4
29 41   12.1
29 42   10.7
29 43    9.3
29 44    7.8
29 45    6.3
29 46    4.7
29 47    3.2
29 48    1.6
29 49    0.0
28 0    0.0
28 1    1.6
28 2    3.2
28 3    4.8
28 4    6.4
28 5    7.9
28 6    9.4
28 7   10.9
28 8   12.3
28 9   13.6
28 10   14.9
28 11   16.1
28 12   17.3
28 13   18.4
28 14   19.4
28 15   20.3
28 16   21.1
28 17   21.8
28 18   22.5
28 19   23.1
28 20   23.5
28 21   23.9
28 22   24.2
28 23   24.4
28 24   24.5
28 25   24.5
28 26   24.4
28 27   24.2
28 28   23.9
28 29   23.5
28 30   23.1
28 31   22.5
28 32   21.8
28 33   21.1
28 34   20.3
28 35   19.4
28 36   18.4
28 37   17.3
28 38   16.1
28 39   14.9
28 40   13.6
28 41   12.3
28 42   10.9
28 43    9.4
28 44    7.9
28 45    6.4
28 46    4.8
28 47    3.2
28 48    1.6
28 49    0.0
27 0    0.0
27 1    1.6
27 2    3.3
27 3    4.9
27 4    6.5
27 5    8.0
27 6    9.5
27 7   11.0
27 8   12.4
27 9   13.8
27 10   15.1
27 11   16.3
27 12   17.5
27 13   18.6
27 14   19.6
27 15   20.5
27 16   21.3
27 17   22.1
27 18   22.8
27 19   23.3
27 20   23.8
27 21   24.2
27 22   24.5
27 23   24.7
27 24   24.8
27 25   24.8
27 26   24.7
27 27   24.5
27 28   24.2
27 29   23.8
27 30   23.3
27 31   22.8
27 32   22.1
27 33   21.3
27 34   20.5
27 35   19.6
27 36   18.6
27 37   17.5
27 38   16.3
27 39   15.1
27 40   13.8
27 41   12.4
27 42   11.0
27 43    9.5
27 44    8.0
27 45    6.5
27 46    4.9
27 47    3.3
27 48    1.6
27 49    0.0
26 0    0.0
26 1    1.6
26 2    3.3
26 3    4.9
26 4    6.5
26 5    8.1
26 6    9.6
26 7   11.1
26 8   12.5
26 9   13.9
26 10   15.2
26 11   16.5
26 12   17.6
26 13   18.7
26 14   19.7
26 15   20.7
26 16   21.5
26 17   22.3
26 18   22.9
26 19   23.5
26 20   24.0
26 21   24.4
26 22   24.7
26 23   24.9
26 24   25.0
26 25   25.0
26 26   24.9
26 27   24.7
26 28   24.4
26 29   24.0
26 30   23.5
26 31   22.9
26 32   22.3
26 33   21.5
26 34   20.7
26 35   19.7
26 36   18.7
26 37   17.6
26 38   16.5
26 39   15.2
26 40   13.9
26 41   12.5
26 42   11.1
26 43    9.6
26 44    8.1
26 45    6.5
26 46    4.9
26 47    3.3
26 48    1.6
26 49    0.0
25 0    0.0
25 1    1.7
25 2    3.3
25 3    4.9
25 4    6.5
25 5    8.1
25 6    9.6
25 7   11.1
25 8   12.6
25 9   14.0
25 10   15.3
25 11   16.5
25 12   17.7
25 13   18.8
25 14   19.8
25 15   20.8
25 16   21.6
25 17   22.4
25 18   23.0
25 19   23.6
25 20   24.1
25 21   24.5
25 22   24.8
25 23   25.0
25 24   25.1
25 25   25.1
25 26   25.0
25 27   24.8
25 28   24.5
25 29   24.1
25 30   23.6
25 31   23.0
25 32   22.4
25 33   21.6
25 34   20.8
25 35   19.8
25 36   18.8
25 37   17.7
25 38   16.5
25 39   15.3
25 40   14.0
25 41   12.6
25 42   11.1
25 43    9.6
25 44    8.1
25 45    6.5
25 46    4.9
25 47    3.3
25 48    1.7
25 49    0.0
24 0    0.0
24 1    1.7
24 2    3.3
24 3    4.9
24 4    6.5
24 5    8.1
24 6    9.6
24 7   11.1
24 8   12.6
24 9   14.0
24 10   15.3
24 11   16.5
24 12   17.7
24 13   18.8
24 14   19.8
24 15   20.8
24 16   21.6
24 17   22.4
24 18   23.0
24 19   23.6
24 20   24.1
24 21   24.5
24 22   24.8
24 23   25.0
24 24   25.1
24 25   25.1
24 26   25.0
24 27   24.8
24 28   24.5
24 29   24.1
24 30   23.6
24 31   23.0
24 32   22.4
24 33   21.6
24 34   20.8
24 35   19.8
24 36   18.8
24 37   17.7
24 38   16.5
24 39   15.3
24 40   14.0
24 41   12.6
24 42   11.1
24 43    9.6
24 44    8.1
24 45    6.5
24 46    4.9
24 47    3.3
24 48    1.7
24 49    0.0
23 0    0.0
23 1    1.6
23 2    3.3
23 3    4.9
23 4    6.5
23 5    8.1
23 6    9.6
23 7   11.1
23 8   12.5
23 9   13.9
23 10   15.2
23 11   16.5
23 12   17.6
23 13   18.7
23 14   19.7
23 15   20.7
23 16   21.5
23 17   22.3
23 18   22.9
23 19   23.5
23 20   24.0
23 21   24.4
23 22   24.7
23 23   24.9
23 24   25.0
23 25   25.0
23 26   24.9
23 27   24.7
23 28   24.4
23 29   24.0
23 30   23.5
23 31   22.9
23 32   22.3
23 33   21.5
23 34   20.7
23 35   19.7
23 36   18.7
23 37   17.6
23 38   16.5
23 39   15.2
23 40   13.9
23 41   12.5
23 42   11.1
23 43    9.6
23 44    8.1
23 45    6.5
23 46    4.9
23 47    3.3
23 48    1.6
23 49    0.0
22 0    0.0
22 1    1.6
22 2    3.3
22 3    4.9
22 4    6.5
22 5    8.0
22 6    9.5
22 7   11.0
22 8   12.4
22 9   13.8
22 10   15.1
22 11   16.3
22 12   17.5
22 13   18.6
22 14   19.6
22 15   20.5
22 16   21.3
22 17   22.1
22 18   22.8
22 19   23.3
22 20   23.8
22 21   24.2
22 22   24.5
22 23   24.7
22 24   24.8
22 25   24.8
22 26   24.7
22 27   24.5
22 28   24.2
22 29   23.8
22 30   23.3
22 31   22.8
22 32   22.1
22 33   21.3
22 34   20.5
22 35   19.6
22 36   18.6
22 37   17.5
22 38   16.3
22 39   15.1
22 40   13.8
22 41   12.4
22 42   11.0
22 43    9.5
22 44    8.0
22 45    6.5
22 46    4.9
22 47    3.3
22 48    1.6
22 49    0.0
21 0    0.0
21 1    1.6
21 2    3.2
21 3    4.8
21 4    6.4
21 5    7.9
21 6    9.4
21 7   10.9
21 8   12.3
21 9   13.6
21 10   14.9
21 11   16.1
21 12   17.3
21 13   18.4
21 14   19.4
21 15   20.3
21 16   21.1
21 17   21.8
21 18   22.5
21 19   23.1
21 20   23.5
21 21   23.9
21 22   24.2
21 23   24.4
21 24   24.5
21 25   24.5
21 26   24.4
21 27   24.2
21 28   23.9
21 29   23.5
21 30   23.1
21 31   22.5
21 32   21.8
21 33   21.1
21 34   20.3
21 35   19.4
21 36   18.4
21 37   17.3
21 38   16.1
21 39   14.9
21 40   13.6
21 41   12.3
21 42   10.9
21 43    9.4
21 44    7.9
21 45    6.4
21 46    4.8
21 47    3.2
21 48    1.6
21 49    0.0
20 0    0.0
20 1    1.6
20 2    3.2
20 3    4.7
20 4    6.3
20 5    7.8
20 6    9.3
20 7   10.7
20 8   12.1
20 9   13.4
20 10   14.7
20 11   15.9
20 12   17.0
20 13   18.1
20 14   19.1
20 15   19.9
20 16   20.8
20 17   21.5
20 18   22.1
20 19   22.7
20 20   23.2
20 21   23.5
20 22   23.8
20 23   24.0
20 24   24.1
20 25   24.1
20 26   24.0
20 27   23.8
20 28   23.5
20 29   23.2
20 30   22.7
20 31   22.1
20 32   21.5
20 33   20.8
20 34   19.9
20 35   19.1
20 36   18.1
20 37   17.0
20 38   15.9
20 39   14.7
20 40   13.4
20 41   12.1
20 42   10.7
20 43    9.3
20 44    7.8
20 45    6.3
20 46    4.7
20 47    3.2
20 48    1.6
20 49    0.0
19 0    0.0
19 1    1.6
19 2    3.1
19 3    4.6
19 4    6.2
19 5    7.6
19 6    9.1
19 7   10.5
19 8   11.8
19 9   13.1
19 10   14.4
19 11   15.6
19 12   16.7
19 13   17.7
19 14   18.7
19 15   19.6
19 16   20.3
19 17   21.1
19 18   21.7
19 19   22.2
19 20   22.7
19 21   23.1
19 22   23.3
19 23   23.5
19 24   23.6
19 25   23.6
19 26   23.5
19 27   23.3
19 28   23.1
19 29   22.7
19 30   22.2
19 31   21.7
19 32   21.1
19 33   20.3
19 34   19.6
19 35   18.7
19 36   17.7
19 37   16.7
19 38   15.6
19 39   14.4
19 40   13.1
19 41   11.8
19 42   10.5
19 43    9.1
19 44    7.6
19 45    6.2
19 46    4.6
19 47    3.1
19 48    1.6
19 49    0.0
18 0    0.0
18 1    1.5
18 2    3.0
18 3    4.5
18 4    6.0
18 5    7.4
18 6    8.9
18 7   10.2
18 8   11.6
18 9   12.8
18 10   14.0
18 11   15.2
18 12   16.3
18 13   17.3
18 14   18.2
18 15   19.1
18 16   19.9
18 17   20.6
18 18   21.2
18 19   21.7
18 20   22.1
18 21   22.5
18 22   22.8
18 23   22.9
18 24   23.0
18 25   23.0
18 26   22.9
18 27   22.8
18 28   22.5
18 29   22.1
18 30   21.7
18 31   21.2
18 32   20.6
18 33   19.9
18 34   19.1
18 35   18.2
18 36   17.3
18 37   16.3
18 38   15.2
18 39   14.0
18 40   12.8
18 41   11.6
18 42   10.2
18 43    8.9
18 44    7.4
18 45    6.0
18 46    4.5
18 47    3.0
18 48    1.5
18 49    0.0
17 0    0.0
17 1    1.5
17 2    2.9
17 3    4.4
17 4    5.8
17 5    7.2
17 6    8.6
17 7    9.9
17 8   11.2
17 9   12.5
17 10   13.6
17 11   14.7
17 12   15.8
17 13   16.8
17 14   17.7
17 15   18.5
17 16   19.3
17 17   20.0
17 18   20.6
17 19   21.1
17 20   21.5
17 21   21.8
17 22   22.1
17 23   22.3
17 24   22.4
17 25   22.4
17 26   22.3
17 27   22.1
17 28   21.8
17 29   21.5
17 30   21.1
17 31   20.6
17 32   20.0
17 33   19.3
17 34   18.5
17 35   17.7
17 36   16.8
17 37   15.8
17 38   14.7
17 39   13.6
17 40   12.5
17 41   11.2
17 42    9.9
17 43    8.6
17 44    7.2
17 45    5.8
17 46    4.4
17 47    2.9
17 48    1.5
17 49    0.0
16 0    0.0
16 1    1.4
16 2    2.8
16 3    4.2
16 4    5.6
16 5    7.0
16 6    8.3
16 7    9.6
16 8   10.8
16 9   12.0
16 10   13.2
16 11   14.2
16 12   15.3
16 13   16.2
16 14   17.1
16 15   17.9
16 16   18.6
16 17   19.3
16 18   19.9
16 19   20.3
16 20   20.8
16 21   21.1
16 22   21.3
16 23   21.5
16 24   21.6
16 25   21.6
16 26   21.5
16 27   21.3
16 28   21.1
16 29   20.8
16 30   20.3
16 31   19.9
16 32   19.3
16 33   18.6
16 34   17.9
16 35   17.1
16 36   16.2
16 37   15.3
16 38   14.2
16 39   13.2
16 40   12.0
16 41   10.8
16 42    9.6
16 43    8.3
16 44    7.0
16 45    5.6
16 46    4.2
16 47    2.8
16 48    1.4
16 49    0.0
15 0    0.0
15 1    1.4
15 2    2.7
15 3    4.1
15 4    5.4
15 5    6.7
15 6    8.0
15 7    9.2
15 8   10.4
15 9   11.6
15 10   12.6
15 11   13.7
15 12   14.7
15 13   15.6
15 14   16.4
15 15   17.2
15 16   17.9
15 17   18.5
15 18   19.1
15 19   19.6
15 20   19.9
15 21   20.3
15 22   20.5
15 23   20.7
15 24   20.8
15 25   20.8
15 26   20.7
15 27   20.5
15 28   20.3
15 29   19.9
15 30   19.6
15 31   19.1
15 32   18.5
15 33   17.9
15 34   17.2
15 35   16.4
15 36   15.6
15 37   14.7
15 38   13.7
15 39   12.6
15 40   11.6
15 41   10.4
15 42    9.2
15 43    8.0
15 44    6.7
15 45    5.4
15 46    4.1
15 47    2.7
15 48    1.4
